,Mkt-RF,SMB,HML,RMW,CMA,RF
20190701,0.75,-0.59,-0.13,-0.13,0.05,0.009
20190702,0.14,-0.96,-0.81,-0.02,-0.02,0.009
20190703,0.78,-0.13,-0.33,-0.35,-0.05,0.009
20190705,-0.1,0.34,0.91,0.13,-0.05,0.009
20190708,-0.58,-0.43,0.05,0.04,-0.26,0.009
20190709,0.18,-0.24,-0.43,-0.65,-0.19,0.009
20190710,0.4,-0.25,-0.36,0.11,-0.02,0.009
20190711,0.19,-0.77,0.04,-0.24,-0.56,0.009
20190712,0.53,0.32,0.41,0.59,-0.09,0.009
20190715,-0.04,-0.47,-1.07,0.14,0.24,0.009
20190716,-0.32,0.41,0.1,0.44,-0.02,0.009
20190717,-0.64,-0.26,-0.65,-0.49,-0.23,0.009
20190718,0.35,-0.27,0.02,-0.36,0.35,0.009
20190719,-0.56,0.3,0.86,0.37,0.09,0.009
20190722,0.25,-0.55,-0.49,-0.19,0,0.009
20190723,0.65,-0.06,0.81,0.66,0.34,0.009
20190724,0.66,0.92,0.86,-0.08,-0.09,0.009
20190725,-0.63,-0.68,-0.12,0.16,0.05,0.009
20190726,0.82,0.33,-0.19,-0.61,-0.25,0.009
20190729,-0.32,-0.35,-0.46,0.31,0.38,0.009
20190730,-0.17,1.42,0.89,-0.18,0.1,0.009
20190731,-1.09,0.26,0.61,0.19,0.53,0.009
20190801,-1.04,-0.76,-1.9,-0.54,-0.3,0.007
20190802,-0.87,-0.26,0.06,0.15,0.19,0.007
20190805,-3.07,0.05,0,-0.07,0.27,0.007
20190806,1.29,-0.55,-0.59,-0.27,-0.25,0.007
20190807,0.07,-0.1,-0.9,0.18,-0.18,0.007
20190808,1.97,-0.03,-0.23,0.28,-0.31,0.007
20190809,-0.78,-0.5,-0.22,-0.48,-0.02,0.007
20190812,-1.32,0.21,-0.27,0.13,0.24,0.007
20190813,1.47,-0.35,-0.53,0.35,-0.04,0.007
20190814,-2.95,0.02,-0.51,-0.37,0.01,0.007
20190815,0.16,-0.69,-0.53,-0.07,-0.46,0.007
20190816,1.55,0.64,0.61,0.14,-0.06,0.007
20190819,1.14,0.03,0.22,0.37,-0.01,0.007
20190820,-0.75,0.18,-0.5,0.12,-0.18,0.007
20190821,0.85,-0.03,-0.3,-0.03,-0.01,0.007
20190822,-0.1,-0.35,0.49,0.22,0.26,0.007
20190823,-2.66,-0.61,-0.18,-0.63,-0.24,0.007
20190826,1.08,-0.04,-0.17,0.19,-0.15,0.007
20190827,-0.46,-1,-0.67,0.26,0.07,0.007
20190828,0.68,0.62,0.62,0.34,0.21,0.007
20190829,1.35,0.4,0.34,0.17,-0.18,0.007
20190830,0.03,-0.25,0.23,0.1,0.13,0.007
20190903,-0.86,-0.93,0.1,-0.2,0.45,0.009
20190904,1.08,-0.15,0.43,0.25,-0.07,0.009
20190905,1.42,0.55,0.71,0.43,-0.01,0.009
20190906,-0.02,-0.36,0.04,0.16,0.42,0.009
20190909,0.07,1.36,3.06,0.87,0.42,0.009
20190910,0.17,1.41,1.13,-0.03,0.59,0.009
20190911,0.88,1.37,-0.04,-0.23,0.34,0.009
20190912,0.22,-0.39,-0.13,-0.22,-0.18,0.009
20190913,-0.01,0.18,0.74,-0.02,-0.1,0.009
20190916,-0.23,0.88,0.53,-0.32,0.05,0.009
20190917,0.17,-0.79,-1.19,-0.19,-0.35,0.009
20190918,-0.05,-0.78,0.06,-0.12,0.04,0.009
20190919,-0.05,-0.48,-0.46,0.04,-0.2,0.009
20190920,-0.48,0.3,0.15,-0.59,0.08,0.009
20190923,-0.02,-0.11,0.51,0.27,0.27,0.009
20190924,-1.01,-0.75,0,0.17,0.45,0.009
20190925,0.69,0.42,0.53,0.42,0,0.009
20190926,-0.41,-0.98,0.11,0.36,0.29,0.009
20190927,-0.62,-0.17,0.88,0.24,0.56,0.009
20190930,0.5,-0.26,-0.48,0.62,-0.02,0.009
20191001,-1.31,-0.65,-0.59,0.1,-0.19,0.007
20191002,-1.73,0.77,-0.36,-0.47,-0.26,0.007
20191003,0.8,-0.38,-0.89,-0.19,-0.18,0.007
20191004,1.39,-0.51,-0.07,-0.02,0.04,0.007
20191007,-0.41,0.13,-0.02,-0.06,-0.26,0.007
20191008,-1.61,-0.15,-0.12,0.43,0.02,0.007
20191009,0.92,-0.58,-0.09,0.13,-0.17,0.007
20191010,0.59,-0.26,0.26,0.12,-0.09,0.007
20191011,1.23,0.6,0.19,0.49,0.3,0.007
20191014,-0.18,-0.35,-0.04,-0.17,-0.08,0.007
20191015,1.03,0.25,-0.25,-0.22,-0.68,0.007
20191016,-0.24,0.48,0.23,0.38,0.26,0.007
20191017,0.37,0.79,-0.28,0.11,-0.04,0.007
20191018,-0.49,-0.14,0.86,-0.08,0.38,0.007
20191021,0.71,0.3,0.35,0.02,0.02,0.007
20191022,-0.34,0.49,0.85,0.42,0.32,0.007
20191023,0.25,-0.11,0.26,-0.01,0.08,0.007
20191024,0.25,-0.5,-0.89,-0.06,-0.66,0.007
20191025,0.51,0.39,0.08,0.34,-0.04,0.007
20191028,0.62,0.28,-0.24,0.01,-0.04,0.007
20191029,-0.13,0.4,0.51,-0.06,0.1,0.007
20191030,0.27,-0.64,-1.16,-0.47,-0.02,0.007
20191031,-0.38,-0.34,-0.44,-0.27,0.19,0.007
20191101,1.08,0.65,0.83,-0.17,0.13,0.006
20191104,0.4,0.32,1.35,0.62,0.12,0.006
20191105,-0.03,0.38,0.45,0,-0.02,0.006
20191106,-0.05,-0.8,0.23,-0.17,0.31,0.006
20191107,0.38,-0.01,0.51,0.09,-0.21,0.006
20191108,0.31,-0.01,-0.36,-0.13,0.06,0.006
20191111,-0.19,-0.07,-0.19,-0.07,-0.08,0.006
20191112,0.16,-0.19,-0.15,-0.17,-0.22,0.006
20191113,0.01,-0.41,-0.82,-0.28,-0.03,0.006
20191114,0.07,-0.15,-0.25,0.13,-0.35,0.006
20191115,0.74,-0.29,-0.34,-0.01,0.05,0.006
20191118,0.02,-0.36,-0.51,-0.03,-0.32,0.006
20191119,0.02,0.35,-0.94,-0.86,-0.22,0.006
20191120,-0.33,-0.14,-0.45,-0.55,-0.29,0.006
20191121,-0.14,-0.31,0.1,0.08,-0.1,0.006
20191122,0.24,0.16,0.22,0.18,0.05,0.006
20191125,0.92,1.27,-0.38,0.11,0.02,0.006
20191126,0.19,-0.09,-0.9,0.2,-0.25,0.006
20191127,0.44,0.22,-0.03,0.03,-0.02,0.006
20191129,-0.42,-0.11,-0.31,-0.47,0,0.006
20191202,-0.87,-0.13,0.48,0.09,0.2,0.007
20191203,-0.66,0.42,-0.83,-0.51,-0.55,0.007
20191204,0.6,0.21,0.24,0.16,0.09,0.007
20191205,0.13,-0.14,0.46,0.26,0.35,0.007
20191206,0.91,0.38,0.37,0.34,0.22,0.007
20191209,-0.33,0.31,0.11,-0.13,-0.22,0.007
20191210,-0.08,0.28,-0.09,-0.2,0.04,0.007
20191211,0.28,-0.09,0.13,0.32,0.16,0.007
20191212,0.9,0.12,1.14,0.12,0.2,0.007
20191213,-0.03,-0.45,-0.54,-0.27,-0.23,0.007
20191216,0.74,-0.04,-0.04,-0.4,0.2,0.007
20191217,0.1,0.48,0.67,0.11,-0.03,0.007
20191218,-0.05,0.3,0.09,0.28,0,0.007
20191219,0.43,-0.14,-0.42,-0.25,-0.03,0.007
20191220,0.48,-0.27,-0.3,0,-0.07,0.007
20191223,0.1,0.16,-0.35,-0.13,0.34,0.007
20191224,0.01,0.37,0,-0.28,0.04,0.007
20191226,0.48,-0.56,0,0.25,-0.18,0.007
20191227,-0.1,-0.55,-0.07,0.25,0.1,0.007
20191230,-0.57,0.28,0.56,0.11,0.38,0.007
20191231,0.28,0.01,0.12,-0.12,0.25,0.007
20200102,0.86,-0.97,-0.34,0.24,-0.22,0.006
20200103,-0.67,0.3,0,-0.14,-0.1,0.006
20200106,0.36,-0.2,-0.55,-0.17,-0.26,0.006
20200107,-0.19,-0.03,-0.25,-0.12,-0.25,0.006
20200108,0.47,-0.17,-0.64,-0.19,-0.17,0.006
20200109,0.65,-0.71,-0.48,-0.14,0.04,0.006
20200110,-0.34,-0.27,-0.33,0.04,-0.08,0.006
20200113,0.73,-0.1,-0.08,0.34,0.27,0.006
20200114,-0.06,0.47,-0.18,-0.33,-0.05,0.006
20200115,0.16,0.27,-0.81,-0.08,-0.18,0.006
20200116,0.88,0.52,-0.11,0.03,-0.1,0.006
20200117,0.28,-0.63,-0.13,0.23,0,0.006
20200121,-0.32,-0.67,-0.62,-0.11,-0.25,0.006
20200122,0.08,-0.24,0.01,-0.27,0.01,0.006
20200123,0.08,-0.07,-0.14,0.29,-0.07,0.006
20200124,-0.97,-0.5,-0.28,0.17,-0.03,0.006
20200127,-1.56,0.26,-0.41,-0.53,0.02,0.006
20200128,1.02,-0.13,-0.42,0.17,-0.06,0.006
20200129,-0.1,-0.43,-0.98,0.26,0.09,0.006
20200130,0.34,-0.64,0.69,-0.45,-0.25,0.006
20200131,-1.74,-0.5,-0.35,-0.44,-0.66,0.006
20200203,0.84,0.36,-0.68,-0.68,-0.42,0.006
20200204,1.57,-0.14,-0.68,0.38,-0.17,0.006
20200205,0.97,0.75,1.47,0.95,0.66,0.006
20200206,0.27,-0.59,-0.84,-0.03,-0.39,0.006
20200207,-0.55,-0.84,-0.03,-0.22,-0.57,0.006
20200210,0.73,-0.17,-0.88,-0.12,-0.51,0.006
20200211,0.28,0.34,1.05,0.24,0.33,0.006
20200212,0.66,0.15,-0.35,0.21,0.06,0.006
20200213,-0.09,0.16,0,-0.11,-0.39,0.006
20200214,0.15,-0.56,-0.66,-0.23,-0.3,0.006
20200218,-0.19,-0.01,-0.65,-0.41,-0.67,0.006
20200219,0.6,0.19,0.03,0.18,-0.24,0.006
20200220,-0.35,0.63,0.67,0.16,-0.05,0.006
20200221,-1.12,-0.07,0.02,-0.23,0.38,0.006
20200224,-3.39,0.15,0.02,-0.35,0.22,0.006
20200225,-3.09,-0.35,-0.68,-0.62,-0.05,0.006
20200226,-0.52,-0.74,-1.2,-0.47,-0.18,0.006
20200227,-4.22,0.71,0.05,-0.41,0,0.006
20200228,-0.78,0.09,-0.8,0.25,-0.5,0.006
20200302,4.31,-1.91,-0.44,-0.52,0.42,0.006
20200303,-2.79,0.68,-0.63,-0.44,0.33,0.006
20200304,4.03,-1.23,-1.17,0.07,0.28,0.006
20200305,-3.38,-0.14,-1.4,-0.88,0.05,0.006
20200306,-1.78,-0.21,-1.49,0.69,0.34,0.006
20200309,-7.78,-1.33,-4.75,0.08,0.46,0.006
20200310,4.74,-2.39,0.81,0.52,0.06,0.006
20200311,-5.05,-1.04,-0.8,0.03,0.09,0.006
20200312,-9.63,-1.08,-1.17,-0.34,-0.15,0.006
20200313,8.96,-2.03,3.03,1.19,0.36,0.006
20200316,-12,-0.83,-0.76,0.48,1.38,0.006
20200317,5.88,0.46,-0.62,-0.55,-0.21,0.006
20200318,-5.56,-4.55,-4.69,0.11,0.05,0.006
20200319,1.31,5.7,0.83,-1.35,-1.68,0.006
20200320,-4.15,0.22,-0.88,-0.97,-1.12,0.006
20200323,-2.55,1.72,-3.27,0.3,-1.06,0.006
20200324,9.34,-0.28,2.38,0.46,0.17,0.006
20200325,1.18,-0.19,1.92,-0.06,0.24,0.006
20200326,6.02,-0.51,1.07,-0.61,-0.02,0.006
20200327,-3.48,-1.1,-0.76,-1.11,0.77,0.006
20200330,3.16,-0.77,-2.09,-0.27,-0.13,0.006
20200331,-1.44,1.52,-0.39,0.41,-0.05,0.006
20200401,-4.51,-1.99,-1.4,0.22,0.22,0
20200402,2.1,-0.98,-0.28,-0.26,0.81,0
20200403,-1.64,-1.38,-1.18,-0.22,0.37,0
20200406,7.06,1.18,0.32,1.28,-0.8,0
20200407,-0.11,0.11,2.08,0.9,-0.34,0
20200408,3.4,0.85,1.28,0.45,-0.09,0
20200409,1.59,2.43,3.16,-0.87,-0.07,0
20200413,-0.92,-1.45,-2.4,-0.49,0.04,0
20200414,3.02,-0.72,-3.15,0.25,-0.33,0
20200415,-2.15,-1.95,-2.55,-0.4,-0.21,0
20200416,0.62,-0.81,-2.98,-0.29,-0.3,0
20200417,2.72,1.51,2.77,-0.15,-0.02,0
20200420,-1.56,0.38,-0.91,-1.75,-0.38,0
20200421,-3.08,0.93,0.16,0.26,0.41,0
20200422,2.31,-0.87,-1.64,0.11,0.04,0
20200423,0.13,1.25,0.54,0.52,-0.24,0
20200424,1.44,0.24,-0.13,-0.18,0.15,0
20200427,1.73,2.15,2.71,-0.13,0.14,0
20200428,-0.45,1.72,2.85,1.34,0.73,0
20200429,2.92,2.31,2,1.23,-0.87,0
20200430,-1.18,-2.05,-1.7,0.65,-0.04,0
20200501,-2.91,-0.9,-0.97,-0.36,0.35,0
20200504,0.54,-0.12,-1.27,-0.76,-0.45,0
20200505,0.95,-0.29,-2.02,-0.48,-0.51,0
20200506,-0.52,0.1,-2.7,0.22,-0.57,0
20200507,1.33,0.15,0.4,-0.1,-0.61,0
20200508,1.9,1.9,2.46,0.84,0.42,0
20200511,0.07,-0.22,-3.78,-0.84,-0.04,0
20200512,-2.06,-1.12,-1.35,-0.64,-0.02,0
20200513,-1.89,-1.43,-2.08,-0.08,-0.27,0
20200514,1.14,-1.08,0.93,0.61,0.16,0
20200515,0.57,1.34,-1.15,0.01,-0.77,0
20200518,3.24,2.65,4.6,1.67,0.32,0
20200519,-1.01,-0.75,-1.5,0.52,-0.59,0
20200520,1.8,1.21,1.32,-0.25,-0.26,0
20200521,-0.7,0.75,0.4,0.15,0.03,0
20200522,0.27,0.26,-0.85,-0.55,-0.34,0
20200526,1.23,1.23,4.55,1.04,0.58,0
20200527,1.54,1.43,3.62,0.77,0.36,0
20200528,-0.41,-2.07,-2.43,-0.25,0.09,0
20200529,0.6,-0.79,-1.98,-0.32,-0.38,0
20200601,0.52,0.26,0.43,-0.01,-0.14,0
20200602,0.81,0.06,0.54,0.14,0.26,0
20200603,1.42,0.77,2.62,0.74,0.17,0
20200604,-0.34,0.51,2.89,0.99,0.63,0
20200605,2.5,1.07,2.76,0.72,0.04,0
20200608,1.39,0.68,2.09,-0.48,0.56,0
20200609,-0.85,-0.78,-1.92,-0.04,-0.46,0
20200610,-0.56,-1.8,-4.1,-0.32,-0.51,0
20200611,-5.91,-1.47,-3.03,-0.21,-0.22,0
20200612,1.29,0.79,1.82,0.14,0.1,0
20200615,1.09,1.44,-0.39,-0.77,-0.23,0
20200616,1.87,0.61,0.5,0.64,0.12,0
20200617,-0.4,-1.32,-1.98,-0.55,-0.24,0
20200618,0.19,0.02,-0.53,-0.4,-0.26,0
20200619,-0.45,-0.13,-0.65,-0.73,-0.19,0
20200622,0.71,0.47,-1.36,-0.38,-0.51,0
20200623,0.42,0.22,-0.6,0.58,-0.09,0
20200624,-2.61,-0.7,-1.36,-0.07,0.27,0
20200625,1.12,0.33,0.5,-0.8,0.16,0
20200626,-2.44,-0.2,-1.41,0.01,0.63,0
20200629,1.51,1.48,1.85,1.48,0.36,0
20200630,1.58,0,0.01,-0.4,-0.31,0
20200701,0.41,-1.71,-2.58,-0.42,-1.22,0.001
20200702,0.5,0.01,-0.13,0.41,0.15,0.001
20200706,1.65,-0.67,0.34,0.26,0.02,0.001
20200707,-1.03,-0.97,-1.5,-1.12,-0.07,0.001
20200708,0.91,0.07,-0.47,-0.43,-0.27,0.001
20200709,-0.53,-1.57,-2.61,-0.33,-0.54,0.001
20200710,1.11,0.67,3.07,0.87,0.18,0.001
20200713,-1.2,-0.29,2.04,1.09,1.1,0.001
20200714,1.35,0.38,-0.29,-0.03,0.51,0.001
20200715,1.14,2.71,1.25,0.19,0.08,0.001
20200716,-0.37,-0.16,0.81,0.27,0.33,0.001
20200717,0.3,-0.16,-1.44,-1.1,0.03,0.001
20200720,1.01,-1.11,-2.37,-0.85,-1.2,0.001
20200721,0.15,1.46,3.27,0.54,0.87,0.001
20200722,0.49,-0.64,-0.38,0.49,0.01,0.001
20200723,-1.2,1.22,1.97,-0.18,0.1,0.001
20200724,-0.75,-0.81,0.44,0.28,0.03,0.001
20200727,0.88,0.28,-1.99,-0.24,0.1,0.001
20200728,-0.81,-0.45,1,0.29,0.06,0.001
20200729,1.35,0.62,0.89,0.23,0.15,0.001
20200730,-0.29,0.01,-1.84,-0.53,-0.13,0.001
20200731,0.61,-1.84,-0.67,0.79,0.71,0.001
20200803,0.98,1.09,-0.84,-0.26,0.4,0
20200804,0.37,0.44,0.04,0.1,0.1,0
20200805,0.78,1.23,0.83,0.17,-0.11,0
20200806,0.53,-0.58,-0.85,0.61,0.07,0
20200807,0.02,1.58,2.41,0.54,0.13,0
20200810,0.24,1.33,1.73,0.83,1.28,0
20200811,-0.83,0.19,1.64,0.92,0.03,0
20200812,1.4,-0.85,-1.34,0.92,-0.16,0
20200813,-0.01,-0.14,-1.33,-0.64,-0.5,0
20200814,-0.04,0.06,1.08,0.44,0.2,0
20200817,0.45,0.04,-1.92,-0.81,-0.47,0
20200818,0.22,-1.33,-1.43,0.02,-0.54,0
20200819,-0.38,0.48,0.09,-0.03,-0.11,0
20200820,0.31,-0.96,-1.55,0.08,-0.45,0
20200821,0.26,-1.25,-0.43,0.6,0.72,0
20200824,0.92,0.2,2.59,1.14,0.58,0
20200825,0.36,-0.01,-0.64,-0.47,-0.69,0
20200826,1,-1.72,-1.74,-0.13,-0.85,0
20200827,0.18,-0.01,0.95,0.59,-0.53,0
20200828,0.7,0.37,-0.23,0.13,-0.08,0
20200831,-0.04,-0.93,-1.76,-0.71,-0.11,0
20200901,0.92,0.19,-0.3,0.61,0.14,0
20200902,1.27,-0.26,-0.45,0.76,-0.41,0
20200903,-3.7,0.44,2.61,-0.09,-0.14,0
20200904,-0.87,0.35,2.06,0.8,0.87,0
20200908,-2.91,0.91,-0.29,-0.71,-0.61,0
20200909,2.07,-0.61,-2,-0.17,-0.2,0
20200910,-1.64,0.38,-0.06,-0.39,-0.37,0
20200911,-0.06,-0.62,0.89,0.23,0.47,0
20200914,1.59,1.03,-0.8,-0.82,0,0
20200915,0.57,-0.63,-1.44,0.12,-0.35,0
20200916,-0.39,1.22,1.31,-0.94,0.27,0
20200917,-0.85,0.47,0.2,0.07,0.64,0
20200918,-0.88,0.78,-0.21,-1.12,-0.47,0
20200921,-1.08,-2.69,-1.89,-0.49,-0.28,0
20200922,1.02,-0.47,-1.63,0.58,-0.5,0
20200923,-2.48,-0.66,0.16,0.2,-0.18,0
20200924,0.25,-0.19,0.38,0.52,0.11,0
20200925,1.72,-0.16,-1.35,-0.51,-0.63,0
20200928,1.66,0.88,1.05,0.4,0.18,0
20200929,-0.42,0.41,-1.34,-0.79,-0.58,0
20200930,0.79,-0.69,0.15,0.34,0.12,0
20201001,0.79,0.79,-0.54,-0.02,-0.58,0
20201002,-0.96,1.69,2.45,0.57,0.34,0
20201005,1.93,0.88,-0.1,-0.48,0.12,0
20201006,-1.28,0.84,0.26,-0.51,-0.05,0
20201007,1.84,0.49,0.22,-0.28,0.13,0
20201008,0.8,0.28,0.99,0.22,0.25,0
20201009,0.93,-0.33,-1.41,-0.18,-0.3,0
20201012,1.53,-1.01,-0.08,0.79,0.34,0
20201013,-0.41,-0.18,-1.73,-0.88,-0.98,0
20201014,-0.65,0,0.02,0.36,0.67,0
20201015,-0.08,1.17,1.15,0.17,0.19,0
20201016,-0.06,-0.13,0.06,-0.04,-0.12,0
20201019,-1.53,0.35,0.31,-0.35,-0.24,0
20201020,0.34,-0.09,1.26,0.55,0.17,0
20201021,-0.36,-0.47,0.41,0.53,-0.01,0
20201022,0.67,0.95,1.03,-0.58,-0.08,0
20201023,0.38,0.37,0.03,-0.14,-0.35,0
20201026,-1.85,-0.48,-0.39,-0.14,-0.02,0
20201027,-0.23,-0.63,-2.33,-0.41,-0.73,0
20201028,-3.41,0.18,0.58,-0.46,0,0
20201029,1.13,0.16,0.27,0.32,0.6,0
20201030,-1.45,-0.24,1.87,0.25,-0.09,0
20201102,1.17,0.87,0.98,0.42,0.4,0
20201103,1.93,1.01,-0.19,-0.18,0.02,0
20201104,2.25,-2.56,-5.02,-0.72,-1.71,0
20201105,2.13,1.04,0.52,0.36,0.55,0
20201106,0.01,-1.09,-0.93,-0.23,-0.11,0
20201109,0.86,2.82,6.73,0.8,0.83,0
20201110,-0.17,2.09,2.17,0.32,1.27,0
20201111,0.88,-1.09,-1.75,-0.64,-0.18,0
20201112,-0.94,-0.56,-1.19,-0.67,-0.23,0
20201113,1.31,0.93,1.14,0.59,0.43,0
20201116,1.22,1.25,1.99,0.71,0.87,0
20201117,-0.19,0.6,-0.01,-0.42,-0.42,0
20201118,-0.93,-0.06,0.01,0.07,-0.39,0
20201119,0.59,0.28,-0.76,-0.66,-0.2,0
20201120,-0.51,0.6,-0.6,-0.74,-0.11,0
20201123,0.83,1.4,1.56,0.35,0.05,0
20201124,1.56,0.51,2.77,0.53,0.51,0
20201125,0.03,-0.27,-1.33,-0.39,-0.54,0
20201127,0.43,0.15,-1.63,-0.77,-0.31,0
20201130,-0.53,-1.55,-2.07,-0.5,0.48,0
20201201,0.98,-0.08,0.53,1.07,0.49,0
20201202,0.11,0.21,1.08,0.38,0.59,0
20201203,0.18,0.55,-0.09,-0.29,0.19,0
20201204,1.02,1.59,0.83,-0.31,0.59,0
20201207,0.03,-0.06,-1.02,-0.56,-0.49,0
20201208,0.47,0.89,-0.7,-0.71,0,0
20201209,-1.03,0.31,1.28,0.86,0.29,0
20201210,0.24,0.93,-0.47,-1.53,-0.27,0
20201211,-0.2,-0.58,-0.71,-0.57,-0.55,0
20201214,-0.28,0.22,-1.53,-0.4,-0.8,0
20201215,1.28,1.15,0.36,0.44,0.55,0
20201216,0.17,-0.58,-0.37,0.03,-0.2,0
20201217,0.79,0.5,-0.7,-0.6,-0.21,0
20201218,-0.12,-0.19,-1.17,-0.4,-0.75,0
20201221,-0.23,0.23,-0.05,-1.02,0.31,0
20201222,0.06,0.84,-1.61,-0.84,-0.07,0
20201223,0.1,0.87,2.03,0.29,0.41,0
20201224,0.21,-0.44,-0.19,0.25,-0.07,0
20201228,0.46,-0.68,0.36,1.39,0.46,0
20201229,-0.4,-1.42,0.24,0.78,-0.29,0
20201230,0.27,1.06,0.03,-0.65,-0.05,0
20201231,0.39,-0.71,0.41,0.57,-0.24,0
20210104,-1.41,0.16,0.58,-0.64,0.1,0
20210105,0.86,1.32,0.49,0.36,0.55,0
20210106,0.79,3.15,3.94,0.06,0.53,0
20210107,1.76,0.02,-0.83,-1.5,-0.2,0
20210108,0.51,-1.01,-1.37,-0.43,-0.37,0
20210111,-0.51,0.54,1.26,-0.17,0.45,0
20210112,0.38,1.48,1.21,-0.45,0.42,0
20210113,0.07,-1.03,-0.46,-0.21,-0.05,0
20210114,-0.11,2.37,1.12,-1.01,0.43,0
20210115,-0.86,-0.74,-0.76,0.28,-0.47,0
20210119,0.92,0.75,-0.8,-0.7,0.09,0
20210120,1.26,-0.75,-1.08,0.62,-0.38,0
20210121,-0.04,-0.77,-0.94,0.84,0.38,0
20210122,-0.07,1.64,-0.12,-0.67,0.62,0
20210125,0.29,-0.28,-0.4,0.23,0.98,0
20210126,-0.32,-0.02,0.01,1.01,1.05,0
20210127,-2.53,1.19,1.56,0.59,2.46,0
20210128,0.92,-1.69,-0.91,-1.06,-2.26,0
20210129,-1.84,0.41,0.58,-0.75,0.38,0
20210201,1.73,0.74,-1.47,-0.23,-1.22,0
20210202,1.48,-0.79,-1.08,-1.02,-2.14,0
20210203,0.15,0.68,0.7,-0.11,0.17,0
20210204,1.23,0.6,0.37,-0.09,-0.22,0
20210205,0.58,0.94,-0.48,-0.73,0.41,0
20210208,0.96,2.25,0.39,-0.95,0.73,0
20210209,0.05,0.7,-0.17,-0.73,-0.49,0
20210210,-0.08,-0.45,0.61,0.21,-0.02,0
20210211,0.19,-0.35,-0.43,-0.3,-0.08,0
20210212,0.49,-0.13,0.49,-0.37,-0.05,0
20210216,-0.14,-0.24,1.89,0.15,-0.01,0
20210217,-0.21,-0.68,0.61,0.29,-0.14,0
20210218,-0.63,-1.48,-0.2,0.91,-0.44,0
20210219,0.16,2.04,0.72,-0.45,0.55,0
20210222,-1.13,0.72,3.16,1.7,0.86,0
20210223,-0.15,-1.03,0.89,1.17,-0.2,0
20210224,1.15,1.5,1.42,-0.31,0.33,0
20210225,-2.74,-0.92,0.92,0.99,0.42,0
20210226,-0.28,0.34,-1.58,-0.04,-0.37,0
20210301,2.63,1.11,0.23,-0.41,0.23,0
20210302,-1.05,-0.77,1.23,0.62,0.2,0
20210303,-1.57,0.64,3.56,1.67,1.05,0
20210304,-1.7,-1.11,1.71,1.29,0.44,0
20210305,1.85,0.36,0.61,0.97,0.51,0
20210308,-0.67,1.47,3.71,1.64,0.88,0
20210309,1.79,0.45,-3.23,-1.87,-0.47,0
20210310,0.68,1.2,1.82,-0.07,0.14,0
20210311,1.44,1.09,-2.02,-1.42,-0.81,0
20210312,0.1,0.53,1.3,0.64,0.59,0
20210315,0.7,-0.33,-1.29,0.21,0.08,0
20210316,-0.43,-1.36,-0.83,0.31,-0.02,0
20210317,0.33,0.65,0.33,-0.05,0.15,0
20210318,-1.88,-1.22,2.18,0.96,0.45,0
20210319,0.25,0.94,-0.99,-0.81,-0.55,0
20210322,0.55,-1.7,-2.21,-0.25,-0.09,0
20210323,-1.17,-2.95,-1.04,0.58,-0.79,0
20210324,-1.01,-1.59,1.46,1.39,0.12,0
20210325,0.67,2.01,1.4,0.46,1.12,0
20210326,1.55,0.19,0.69,0.79,0.58,0
20210329,-0.49,-2.49,-0.23,0.91,-0.01,0
20210330,-0.02,1.83,1.01,-0.25,-0.2,0
20210331,0.63,0.59,-2.33,-1.2,-0.26,0
20210401,1.27,0.21,0,-0.68,-0.51,0
20210405,1.27,-0.7,-0.71,1,0.1,0
20210406,0.01,-0.32,0.1,-0.12,-0.28,0
20210407,-0.12,-1.54,0.32,0.7,-0.11,0
20210408,0.62,0.26,-1.17,-0.55,-0.38,0
20210409,0.65,-0.62,0.13,0.8,0.13,0
20210412,-0.05,-0.47,0.59,0.74,-0.35,0
20210413,0.41,-0.77,-1.61,-1.09,-0.36,0
20210414,-0.35,1.17,1.42,0.02,0.68,0
20210415,1.04,-0.79,-1.19,0.1,-0.52,0
20210416,0.27,-0.19,0.66,0.84,0.16,0
20210419,-0.73,-0.66,0.78,0.73,0.41,0
20210420,-0.94,-1.37,-1.57,0.38,-0.48,0
20210421,1.11,1.53,0.1,-0.46,0.11,0
20210422,-0.77,0.64,-0.77,-0.19,-0.21,0
20210423,1.26,0.77,0.7,-0.34,0.05,0
20210426,0.43,0.79,-0.5,-1.21,-0.05,0
20210427,-0.03,0.08,0.85,0.53,0.06,0
20210428,-0.06,0.29,0.19,-0.31,-0.33,0
20210429,0.39,-0.77,1.08,1.35,-0.24,0
20210430,-0.83,-0.51,-0.32,0.13,-0.44,0
20210503,0.17,0.73,1.71,1.09,1.07,0
20210504,-0.89,-0.25,2,1.1,0.58,0
20210505,-0.06,-0.17,1.34,0.66,0.62,0
20210506,0.48,-0.54,1.2,1.24,0.6,0
20210507,0.84,0.45,-0.1,-0.24,0.14,0
20210510,-1.36,-1.29,1.69,1.18,0.73,0
20210511,-0.63,0.7,-0.89,-0.84,-0.07,0
20210512,-2.34,-1.15,0.71,-0.27,0.13,0
20210513,1.02,0.47,1.14,1.4,0.36,0
20210514,1.81,0.97,-0.15,-0.25,-0.01,0
20210517,-0.24,0.73,0.83,0.01,0.56,0
20210518,-0.69,0.06,-0.94,-1.03,-0.43,0
20210519,-0.34,-0.52,-0.46,-0.18,-0.32,0
20210520,1.15,-0.49,-1.43,-0.84,-0.48,0
